subject,lab,model,nll
NYU-06,angelakilab,evidence_history,0.3236656260448601
NYU-06,angelakilab,learning_evidence,0.3243836247520899
NYU-06,angelakilab,learning_history,0.32614882515185095
NYU-06,angelakilab,long_evidence,0.3182786264764211
NYU-06,angelakilab,long_history,0.31953145269085687
NYU-06,angelakilab,outcome_history,0.325413538084118
NYU-09,angelakilab,combined_evidence,0.25836601617528526
NYU-09,angelakilab,combined_history,0.2579519467408995
NYU-09,angelakilab,evidence_history,0.26777177974307953
NYU-09,angelakilab,learning_evidence,0.2636551794815992
NYU-09,angelakilab,learning_history,0.26229659473734157
NYU-09,angelakilab,long_evidence,0.25865577686629876
NYU-09,angelakilab,long_history,0.25813777764235646
NYU-09,angelakilab,outcome_history,0.26641575247624716
NYU-12,angelakilab,combined_evidence,0.4411437462090754
NYU-12,angelakilab,combined_history,0.44169726380055063
NYU-12,angelakilab,evidence_history,0.442907777170218
NYU-12,angelakilab,learning_evidence,0.447770527696128
NYU-12,angelakilab,learning_history,0.4484851820267989
NYU-12,angelakilab,long_evidence,0.4417260436585528
NYU-12,angelakilab,long_history,0.44244890418250005
NYU-12,angelakilab,outcome_history,0.4432754182757117
NYU-14,angelakilab,combined_evidence,0.368796770929683
NYU-14,angelakilab,combined_history,0.3680977719620569
NYU-14,angelakilab,evidence_history,0.38607502785853454
NYU-14,angelakilab,learning_evidence,0.3793374696904284
NYU-14,angelakilab,learning_history,0.37890031996945467
NYU-14,angelakilab,long_evidence,0.36784778263299145
NYU-14,angelakilab,long_history,0.36683839029234605
NYU-14,angelakilab,outcome_history,0.3857101697211752
NYU-28,angelakilab,combined_evidence,0.3437186546598237
NYU-28,angelakilab,combined_history,0.3441300941572475
NYU-28,angelakilab,evidence_history,0.3725498516968187
NYU-28,angelakilab,learning_evidence,0.3792749120408493
NYU-28,angelakilab,learning_history,0.38088165749445363
NYU-28,angelakilab,long_evidence,0.34537484025300424
NYU-28,angelakilab,long_history,0.3460768414053282
NYU-28,angelakilab,outcome_history,0.37391975670545574
NYU-32,angelakilab,combined_evidence,0.43688937466748384
NYU-32,angelakilab,combined_history,0.4372790786034866
NYU-32,angelakilab,evidence_history,0.4573520926967248
NYU-32,angelakilab,learning_evidence,0.4650505327510768
NYU-32,angelakilab,learning_history,0.46684118930885254
NYU-32,angelakilab,long_evidence,0.43787510769381977
NYU-32,angelakilab,long_history,0.4384526226777711
NYU-32,angelakilab,outcome_history,0.4587104084481937
NYU-38,angelakilab,combined_evidence,0.4065049891490625
